"Step","vibrant-sweep-9 - rmse","vibrant-sweep-9 - rmse__MIN","vibrant-sweep-9 - rmse__MAX"
"133","0.837823809689258","0.837823809689258","0.837823809689258"
"134","0.8379010253758249","0.8379010253758249","0.8379010253758249"
"135","0.8404534790544157","0.8404534790544157","0.8404534790544157"
"136","0.8432333393742614","0.8432333393742614","0.8432333393742614"
"137","0.8379142401854641","0.8379142401854641","0.8379142401854641"
"138","0.837089249553264","0.837089249553264","0.837089249553264"
"139","0.8526663142455213","0.8526663142455213","0.8526663142455213"
"140","0.8403659459850521","0.8403659459850521","0.8403659459850521"
"141","0.8378865885135064","0.8378865885135064","0.8378865885135064"
"142","0.8395221310636753","0.8395221310636753","0.8395221310636753"
"143","0.8414094281950116","0.8414094281950116","0.8414094281950116"
"144","0.8412545154870272","0.8412545154870272","0.8412545154870272"
"145","0.8570301625841125","0.8570301625841125","0.8570301625841125"
"146","0.8394324915231536","0.8394324915231536","0.8394324915231536"
"147","0.8506014208565887","0.8506014208565887","0.8506014208565887"
"148","0.8424807031873957","0.8424807031873957","0.8424807031873957"
"149","0.8407498720187224","0.8407498720187224","0.8407498720187224"
"150","0.8367648036141522","0.8367648036141522","0.8367648036141522"
"151","0.8403729482330609","0.8403729482330609","0.8403729482330609"
"152","0.8406878531600172","0.8406878531600172","0.8406878531600172"
"153","0.8421683015889224","0.8421683015889224","0.8421683015889224"
"154","0.8373338707457267","0.8373338707457267","0.8373338707457267"
"155","0.8411817483257629","0.8411817483257629","0.8411817483257629"
"156","0.8374016379075679","0.8374016379075679","0.8374016379075679"
"157","0.8386853946008279","0.8386853946008279","0.8386853946008279"
"158","0.8508253900095532","0.8508253900095532","0.8508253900095532"
"159","0.8390178501604775","0.8390178501604775","0.8390178501604775"
"160","0.8496894415419676","0.8496894415419676","0.8496894415419676"
"161","0.8414930971227877","0.8414930971227877","0.8414930971227877"
"162","0.8375451008426572","0.8375451008426572","0.8375451008426572"
"163","0.8373989135040986","0.8373989135040986","0.8373989135040986"
"164","0.8490304191536313","0.8490304191536313","0.8490304191536313"
"165","0.8388723863427092","0.8388723863427092","0.8388723863427092"
"166","0.8378401195657954","0.8378401195657954","0.8378401195657954"
"167","0.8419214588736977","0.8419214588736977","0.8419214588736977"
"168","0.839036172019774","0.839036172019774","0.839036172019774"
"169","0.841848049215269","0.841848049215269","0.841848049215269"
"170","0.8385453142353851","0.8385453142353851","0.8385453142353851"
"171","0.8537087499257527","0.8537087499257527","0.8537087499257527"
"172","0.8410104267467902","0.8410104267467902","0.8410104267467902"
"173","0.8393137804604831","0.8393137804604831","0.8393137804604831"
"174","0.8397935848872531","0.8397935848872531","0.8397935848872531"
"175","0.8469349441028867","0.8469349441028867","0.8469349441028867"
"176","0.8367263136677087","0.8367263136677087","0.8367263136677087"
"177","0.841487484083869","0.841487484083869","0.841487484083869"
"178","0.8380780375310665","0.8380780375310665","0.8380780375310665"
"179","0.8429116687748825","0.8429116687748825","0.8429116687748825"
"180","0.8501342079695691","0.8501342079695691","0.8501342079695691"
"181","0.8371731372471438","0.8371731372471438","0.8371731372471438"
"182","0.8446099079885314","0.8446099079885314","0.8446099079885314"
"183","0.836222833689841","0.836222833689841","0.836222833689841"
"184","0.8402340735947074","0.8402340735947074","0.8402340735947074"
"185","0.8380587383000675","0.8380587383000675","0.8380587383000675"
"186","0.8376743779757604","0.8376743779757604","0.8376743779757604"
"187","0.8391235632911521","0.8391235632911521","0.8391235632911521"
"188","0.8412651181376708","0.8412651181376708","0.8412651181376708"
"189","0.8378502680841492","0.8378502680841492","0.8378502680841492"
"190","0.8418787666625863","0.8418787666625863","0.8418787666625863"
"191","0.8435503177515946","0.8435503177515946","0.8435503177515946"
"192","0.8392302915523936","0.8392302915523936","0.8392302915523936"
"193","0.8402067670930812","0.8402067670930812","0.8402067670930812"
"194","0.8389533635785779","0.8389533635785779","0.8389533635785779"
"195","0.840885441452897","0.840885441452897","0.840885441452897"
"196","0.8421659992853393","0.8421659992853393","0.8421659992853393"
"197","0.8401731984831774","0.8401731984831774","0.8401731984831774"
"198","0.8460282417700868","0.8460282417700868","0.8460282417700868"
"199","0.8445254784383698","0.8445254784383698","0.8445254784383698"
"200","0.8387138376370722","0.8387138376370722","0.8387138376370722"
"201","0.844045855533993","0.844045855533993","0.844045855533993"
"202","0.8501023588446903","0.8501023588446903","0.8501023588446903"
"203","0.8407633509915274","0.8407633509915274","0.8407633509915274"
"204","0.8410801335520268","0.8410801335520268","0.8410801335520268"
"205","0.8391724375789148","0.8391724375789148","0.8391724375789148"
"206","0.8473222817482658","0.8473222817482658","0.8473222817482658"
"207","0.8439748179048121","0.8439748179048121","0.8439748179048121"
"208","0.8437384909785864","0.8437384909785864","0.8437384909785864"
"209","0.8416800469720466","0.8416800469720466","0.8416800469720466"
"210","0.8385089047175022","0.8385089047175022","0.8385089047175022"
"211","0.8383887420524028","0.8383887420524028","0.8383887420524028"
"212","0.8502082870373775","0.8502082870373775","0.8502082870373775"
"213","0.8559487650927876","0.8559487650927876","0.8559487650927876"
"214","0.8446266081310047","0.8446266081310047","0.8446266081310047"
"215","0.8428998136629228","0.8428998136629228","0.8428998136629228"
"216","0.8400875266079962","0.8400875266079962","0.8400875266079962"
"217","0.8421283894427308","0.8421283894427308","0.8421283894427308"
"218","0.844356105257405","0.844356105257405","0.844356105257405"
"219","0.8524891809225864","0.8524891809225864","0.8524891809225864"
"220","0.841916902827125","0.841916902827125","0.841916902827125"
"221","0.8394519204685374","0.8394519204685374","0.8394519204685374"
"222","0.850808501455853","0.850808501455853","0.850808501455853"
"223","0.8400597434687099","0.8400597434687099","0.8400597434687099"
"224","0.8414500296667723","0.8414500296667723","0.8414500296667723"
"225","0.8401079597073872","0.8401079597073872","0.8401079597073872"
"226","0.8491010538083198","0.8491010538083198","0.8491010538083198"
"227","0.8499072172248981","0.8499072172248981","0.8499072172248981"
"228","0.8406938055696995","0.8406938055696995","0.8406938055696995"
"229","0.8470286351782399","0.8470286351782399","0.8470286351782399"
"230","0.8441913889849286","0.8441913889849286","0.8441913889849286"
"231","0.8440495881406349","0.8440495881406349","0.8440495881406349"
"232","0.8494392663423546","0.8494392663423546","0.8494392663423546"
"233","0.8416915845003182","0.8416915845003182","0.8416915845003182"
"234","0.8451219245982566","0.8451219245982566","0.8451219245982566"
"235","0.8419106534431295","0.8419106534431295","0.8419106534431295"
"236","0.8467584401205173","0.8467584401205173","0.8467584401205173"
"237","0.8417575088352811","0.8417575088352811","0.8417575088352811"
"238","0.8586626235951701","0.8586626235951701","0.8586626235951701"
"239","0.8416349578974804","0.8416349578974804","0.8416349578974804"
"240","0.8438817739066575","0.8438817739066575","0.8438817739066575"
"241","0.8473013726290233","0.8473013726290233","0.8473013726290233"
"242","0.8430439176499752","0.8430439176499752","0.8430439176499752"
"243","0.8515727234791916","0.8515727234791916","0.8515727234791916"
"244","0.8442053799609485","0.8442053799609485","0.8442053799609485"
"245","0.8454263166343786","0.8454263166343786","0.8454263166343786"
"246","0.8412732422711564","0.8412732422711564","0.8412732422711564"
"247","0.8430336848198992","0.8430336848198992","0.8430336848198992"
"248","0.8431491680083292","0.8431491680083292","0.8431491680083292"
"249","0.854544477999039","0.854544477999039","0.854544477999039"
"250","0.8485743219943039","0.8485743219943039","0.8485743219943039"
"251","0.8418767874609637","0.8418767874609637","0.8418767874609637"
"252","0.8448742735519417","0.8448742735519417","0.8448742735519417"
"253","0.8470770257769895","0.8470770257769895","0.8470770257769895"
"254","0.8418151024614111","0.8418151024614111","0.8418151024614111"
"255","0.8421297926399286","0.8421297926399286","0.8421297926399286"
"256","0.8461603966797666","0.8461603966797666","0.8461603966797666"
"257","0.8497390439046694","0.8497390439046694","0.8497390439046694"
"258","0.8405018509558128","0.8405018509558128","0.8405018509558128"
"259","0.8549669837813867","0.8549669837813867","0.8549669837813867"
"260","0.8598444707840105","0.8598444707840105","0.8598444707840105"
"261","0.846087341204541","0.846087341204541","0.846087341204541"
"262","0.8514108452288023","0.8514108452288023","0.8514108452288023"
"263","0.8448188815119524","0.8448188815119524","0.8448188815119524"
"264","0.8424260407916809","0.8424260407916809","0.8424260407916809"
"265","0.8441606200887846","0.8441606200887846","0.8441606200887846"
"266","0.8439251936251505","0.8439251936251505","0.8439251936251505"
"267","0.844184321670513","0.844184321670513","0.844184321670513"
"268","0.8522875977455265","0.8522875977455265","0.8522875977455265"
"269","0.8418688977766046","0.8418688977766046","0.8418688977766046"
"270","0.8458190666423853","0.8458190666423853","0.8458190666423853"
"271","0.8435483651095598","0.8435483651095598","0.8435483651095598"
"272","0.8440499411315164","0.8440499411315164","0.8440499411315164"
"273","0.8490537638469339","0.8490537638469339","0.8490537638469339"
"274","0.8436657564605866","0.8436657564605866","0.8436657564605866"
"275","0.8558979033961338","0.8558979033961338","0.8558979033961338"
"276","0.8516015095543711","0.8516015095543711","0.8516015095543711"
"277","0.8423849576662794","0.8423849576662794","0.8423849576662794"
"278","0.8507285512601341","0.8507285512601341","0.8507285512601341"
"279","0.8507612055344316","0.8507612055344316","0.8507612055344316"
"280","0.8502469649409402","0.8502469649409402","0.8502469649409402"
"281","0.8459497684379572","0.8459497684379572","0.8459497684379572"
"282","0.8441206129967382","0.8441206129967382","0.8441206129967382"
"283","0.8420098934309177","0.8420098934309177","0.8420098934309177"
"284","0.8423497624092915","0.8423497624092915","0.8423497624092915"
"285","0.8446196321367943","0.8446196321367943","0.8446196321367943"
"286","0.8547956853453454","0.8547956853453454","0.8547956853453454"
"287","0.8561524682488988","0.8561524682488988","0.8561524682488988"
"288","0.8516312777982024","0.8516312777982024","0.8516312777982024"
"289","0.8451297892446915","0.8451297892446915","0.8451297892446915"
"290","0.8493839606239227","0.8493839606239227","0.8493839606239227"
"291","0.8426023647562316","0.8426023647562316","0.8426023647562316"
"292","0.8451908652294216","0.8451908652294216","0.8451908652294216"
"293","0.8474370966231323","0.8474370966231323","0.8474370966231323"
"294","0.8536933311435781","0.8536933311435781","0.8536933311435781"
"295","0.8490489515334917","0.8490489515334917","0.8490489515334917"
"296","0.8468918656625458","0.8468918656625458","0.8468918656625458"
"297","0.8462397784437502","0.8462397784437502","0.8462397784437502"
"298","0.850156193904545","0.850156193904545","0.850156193904545"
"299","0.8556318327002557","0.8556318327002557","0.8556318327002557"
"300","0.8496358680679522","0.8496358680679522","0.8496358680679522"
